,Open Bid_x,Open Bid_x,Open2,Short Swap USDPLN,2.9889
2012-10-18,0.1,0.1,4.79,0.0001085216572504,3.11406
2012-10-19,0.1,0.1,4.61,0.0001042843691148,3.13125
2012-10-20,0.1,0.1,4.6,0.0001040489642184,3.13125
2012-10-21,0.2,0.2,4.6,9.666666666666664e-05,3.13125
2012-10-22,0.16,0.16,4.52,0.000102165725047,3.13402
2012-10-23,0.1,0.1,4.59,0.000103813559322,3.14375
2012-10-24,0.1,0.1,4.59,0.000103813559322,3.17277
2012-10-25,0.1,0.1,4.61,0.0001042843691148,3.1755
2012-10-26,0.1,0.1,4.5,0.0001016949152542,3.19003
2012-10-27,0.13,0.13,4.57,9.80126467931346e-05,3.19003
2012-10-28,0.15,0.15,4.57,9.6e-05,3.19003
2012-10-29,0.12,0.12,4.61,0.0001042843691148,3.19738
2012-10-30,0.1,0.1,4.51,0.0001019303201506,3.17648
2012-10-31,0.1,0.1,4.65,0.0001052259887005,3.1723
2012-11-01,0.1,0.1,4.69,0.0001061676082862,3.17147
2012-11-02,0.1,0.1,4.6,0.0001040489642184,3.18063
2012-11-03,0.1,0.1,4.67,0.0001056967984934,3.18063
2012-11-04,0.15,0.15,4.67,9.82222222222222e-05,3.18063
2012-11-05,0.15,0.15,4.59,9.644444444444444e-05,3.19785
2012-11-06,0.13,0.13,4.56,9.778681120144536e-05,3.19814
2012-11-07,0.1,0.1,4.41,9.95762711864407e-05,3.188
2012-11-08,0.1,0.1,4.51,0.0001019303201506,3.23718
2012-11-09,0.1,0.1,4.44,0.0001002824858757,3.25669
2012-11-10,0.1,0.1,4.45,0.0001005178907721,3.25669
2012-11-11,0.15,0.15,4.41,9.244444444444446e-05,3.25669
2012-11-12,0.15,0.15,4.46,9.355555555555556e-05,3.26065
2012-11-13,0.1,0.1,4.36,9.839924670433146e-05,3.27844
2012-11-14,0.15,0.15,4.46,9.355555555555556e-05,3.25791
2012-11-15,0.1,0.1,4.46,0.0001007532956685,3.23923
2012-11-16,0.1,0.1,4.46,0.0001007532956685,3.25204
2012-11-17,0.1,0.1,4.6,0.0001040489642184,3.25204
2012-11-18,0.15,0.15,4.6,9.666666666666664e-05,3.25204
2012-11-19,0.2,0.2,4.46,9.355555555555556e-05,3.21535
2012-11-20,0.1,0.1,4.45,0.0001005178907721,3.20541
2012-11-21,0.1,0.1,4.45,0.0001005178907721,3.19609
2012-11-22,0.1,0.1,4.6,0.0001040489642184,3.18086
2012-11-23,0.1,0.1,4.55,0.0001028719397363,3.16234
2012-11-24,0.1,0.1,4.61,0.0001042843691148,3.16234
2012-11-25,0.15,0.15,4.62,9.711111111111111e-05,3.16234
2012-11-26,0.2,0.2,4.56,9.577777777777776e-05,3.14606
2012-11-27,0.1,0.1,4.65,0.0001052259887005,3.14983
2012-11-28,0.1,0.1,4.65,0.0001052259887005,3.16074
2012-11-29,0.1,0.1,4.65,0.0001052259887005,3.14131
2012-11-30,0.1,0.1,4.5,0.0001016949152542,3.13654
2012-12-01,0.1,0.1,4.35,9.81638418079096e-05,3.13654
2012-12-02,0.15,0.15,4.35,9.111111111111108e-05,3.13654
2012-12-03,0.15,0.15,4.4,9.934086629001884e-05,3.13949
2012-12-04,0.1,0.1,4.4,9.934086629001884e-05,3.14631
2012-12-05,0.1,0.1,4.3,9.69868173258004e-05,3.14349
2012-12-06,0.1,0.1,4.25,9.580979284369116e-05,3.15013
2012-12-07,0.1,0.1,4.3,9.69868173258004e-05,3.18208
2012-12-08,0.1,0.1,4.35,9.81638418079096e-05,3.18208
2012-12-09,0.15,0.15,4.35,9.111111111111108e-05,3.18208
2012-12-10,0.15,0.15,4.19,9.439736346516008e-05,3.16617
2012-12-11,0.1,0.1,4.35,9.81638418079096e-05,3.13434
2012-12-12,0.1,0.1,4.4,9.934086629001884e-05,3.11883
2012-12-13,0.1,0.1,4.35,9.81638418079096e-05,3.12027
2012-12-14,0.1,0.1,4.4,9.934086629001884e-05,3.08867
2012-12-15,0.1,0.1,4.1,9.227871939736346e-05,3.08867
2012-12-16,0.15,0.15,4.1,8.555555555555556e-05,3.08867
2012-12-17,0.15,0.15,4.1,8.555555555555556e-05,3.0954
2012-12-18,0.1,0.1,4.1,9.227871939736346e-05,3.06632
2012-12-19,0.1,0.1,4.12,9.274952919020716e-05,3.06052
2012-12-20,0.1,0.1,4.25,9.580979284369116e-05,3.05552
2012-12-21,0.1,0.1,4.3,9.69868173258004e-05,3.06606
2012-12-22,0.1,0.1,4.08,9.180790960451978e-05,3.06606
2012-12-23,0.15,0.15,4.08,8.511111111111112e-05,3.06606
2012-12-24,0.15,0.15,4.15,8.666666666666667e-05,3.07371
2012-12-25,0.1,0.1,4.17,9.39265536723164e-05,3.07371
2012-12-26,0.15,0.15,4.1,8.555555555555556e-05,3.0845
2012-12-27,0.1,0.1,4.17,9.39265536723164e-05,3.06013
2012-12-28,0.1,0.1,4.25,9.580979284369116e-05,3.0663
2012-12-29,0.1,0.1,4.2,9.463276836158196e-05,3.0663
2012-12-30,0.15,0.15,4.2,8.777777777777778e-05,3.0663
2012-12-31,0.15,0.15,4.2,8.777777777777778e-05,3.07762
2013-01-01,0.1,0.1,4.06,9.133709981167608e-05,3.07762
2013-01-02,0.15,0.15,4.2,9.25925925925926e-05,3.05213
2013-01-03,0.1,0.1,4.25,9.580979284369116e-05,3.09042
2013-01-04,0.15,0.15,4.2,9.25925925925926e-05,3.13365
2013-01-05,0.1,0.1,3.9,8.757062146892658e-05,3.13365
2013-01-06,0.15,0.15,3.9,8.111111111111112e-05,3.13365
2013-01-07,0.15,0.15,4.05,8.444444444444446e-05,3.13466
2013-01-08,0.1,0.1,4.05,9.110169491525424e-05,3.13511
2013-01-09,0.1,0.1,3.95,8.87476459510358e-05,3.11322
2013-01-10,0.1,0.1,3.95,8.87476459510358e-05,3.07545
2013-01-11,0.1,0.1,3.85,8.639359698681733e-05,3.065
2013-01-12,0.1,0.1,3.9,8.757062146892658e-05,3.065
2013-01-13,0.15,0.15,3.92,8.155555555555555e-05,3.065
2013-01-14,0.15,0.15,3.95,8.222222222222223e-05,3.06091
2013-01-15,0.1,0.1,3.65,8.168549905838042e-05,3.06956
2013-01-16,0.1,0.1,3.8,8.521657250470809e-05,3.08956
2013-01-17,0.1,0.1,3.8,8.521657250470809e-05,3.06381
2013-01-18,0.1,0.1,3.85,8.639359698681733e-05,3.0653
2013-01-19,0.09,0.09,3.76,8.52326685660019e-05,3.0653
2013-01-20,0.15,0.15,3.76,7.8e-05,3.0653
2013-01-21,0.15,0.15,3.75,7.777777777777778e-05,3.11265
2013-01-22,0.09,0.09,3.9,8.855650522317189e-05,3.11222
2013-01-23,0.09,0.09,3.9,8.855650522317189e-05,3.11116
2013-01-24,0.09,0.09,3.91,8.879392212725547e-05,3.11985
2013-01-25,0.09,0.09,3.95,8.974358974358974e-05,3.09107
2013-01-26,0.09,0.09,3.75,8.499525166191835e-05,3.09107
2013-01-27,0.15,0.15,3.75,7.777777777777778e-05,3.09107
2013-01-28,0.15,0.15,3.91,8.133333333333332e-05,3.09351
2013-01-29,0.09,0.09,3.9,8.855650522317189e-05,3.0961
2013-01-30,0.09,0.09,4.0,9.09306742640076e-05,3.0837
2013-01-31,0.09,0.09,4.1,9.330484330484327e-05,3.07488
2013-02-01,0.09,0.09,3.95,8.974358974358974e-05,3.03975
2013-02-02,0.09,0.09,3.75,8.499525166191835e-05,3.03975
2013-02-03,0.15,0.15,3.75,7.777777777777778e-05,3.03975
2013-02-04,0.15,0.15,3.84,7.977777777777778e-05,3.03717
2013-02-05,0.09,0.09,3.95,8.974358974358974e-05,3.06632
2013-02-06,0.09,0.09,3.79,8.594491927825262e-05,3.07012
2013-02-07,0.09,0.09,3.65,8.262108262108263e-05,3.08133
2013-02-08,0.09,0.09,3.65,8.262108262108263e-05,3.09645
2013-02-09,0.09,0.09,3.6,8.143399810066477e-05,3.09645
2013-02-10,0.15,0.15,3.6,7.444444444444443e-05,3.09645
2013-02-11,0.15,0.15,3.65,7.555555555555556e-05,3.09072
2013-02-12,0.15,0.15,3.65,7.555555555555556e-05,3.09098
2013-02-13,0.15,0.15,3.65,7.555555555555556e-05,3.0823
2013-02-14,0.09,0.09,3.7,8.380816714150049e-05,3.08786
2013-02-15,0.09,0.09,3.65,8.262108262108263e-05,3.11619
2013-02-16,0.09,0.09,3.6,8.143399810066477e-05,3.11619
2013-02-17,0.15,0.15,3.65,7.555555555555556e-05,3.11619
2013-02-18,0.15,0.15,3.6,7.444444444444443e-05,3.12753
2013-02-19,0.09,0.09,3.6,8.143399810066477e-05,3.10229
2013-02-20,0.12,0.12,3.6,7.444444444444443e-05,3.09275
2013-02-21,0.09,0.09,3.62,8.19088319088319e-05,3.1358
2013-02-22,0.09,0.09,3.58,8.095916429249764e-05,3.13454
2013-02-23,0.12,0.12,3.6,7.444444444444443e-05,3.13454
2013-02-24,0.12,0.12,3.6,7.444444444444443e-05,3.13454
2013-02-25,0.12,0.12,3.65,7.555555555555556e-05,3.10966
2013-02-26,0.09,0.09,3.7,8.380816714150049e-05,3.1698
2013-02-27,0.12,0.12,3.68,7.622222222222221e-05,3.15607
2013-02-28,0.09,0.09,3.66,8.285849952516621e-05,3.15721
2013-03-01,0.09,0.09,3.55,8.024691358024692e-05,3.1647
2013-03-02,0.09,0.09,3.55,8.024691358024692e-05,3.1647
2013-03-03,0.12,0.12,3.55,7.333333333333332e-05,3.1647
2013-03-04,0.12,0.12,3.6,7.444444444444443e-05,3.16715
2013-03-05,0.09,0.09,3.6,8.143399810066477e-05,3.15373
2013-03-06,0.09,0.09,3.55,8.024691358024692e-05,3.15343
2013-03-07,0.09,0.09,3.2,7.193732193732196e-05,3.15689
2013-03-08,0.09,0.09,3.2,7.193732193732196e-05,3.1484
2013-03-09,0.09,0.09,3.15,7.07502374169041e-05,3.1484
2013-03-10,0.12,0.12,3.15,6.444444444444446e-05,3.1484
2013-03-11,0.12,0.12,3.15,6.444444444444446e-05,3.16886
2013-03-12,0.09,0.09,3.15,7.07502374169041e-05,3.16683
2013-03-13,0.09,0.09,3.2,7.193732193732196e-05,3.16235
2013-03-14,0.09,0.09,3.2,7.193732193732196e-05,3.18568
2013-03-15,0.12,0.12,3.2,6.555555555555557e-05,3.16481
2013-03-16,0.09,0.09,3.15,7.07502374169041e-05,3.16481
2013-03-17,0.12,0.12,3.18,6.511111111111111e-05,3.16481
2013-03-18,0.12,0.12,3.15,6.444444444444446e-05,3.19071
2013-03-19,0.09,0.09,3.1,6.956315289648623e-05,3.1986
2013-03-20,0.09,0.09,3.15,7.07502374169041e-05,3.20579
2013-03-21,0.09,0.09,3.1,6.956315289648623e-05,3.21745
2013-03-22,0.09,0.09,3.15,7.07502374169041e-05,3.19464
2013-03-23,0.09,0.09,3.15,7.07502374169041e-05,3.19464
2013-03-24,0.12,0.12,3.15,6.444444444444446e-05,3.19464
2013-03-25,0.12,0.12,3.22,6.6e-05,3.19232
2013-03-26,0.09,0.09,3.25,7.312440645773981e-05,3.2302
2013-03-27,0.09,0.09,3.23,7.264957264957266e-05,3.2482
2013-03-28,0.09,0.09,3.13,7.027540360873695e-05,3.24922
2013-03-29,0.09,0.09,3.2,7.193732193732196e-05,3.25093
2013-03-30,0.12,0.12,3.15,6.444444444444446e-05,3.25093
2013-03-31,0.12,0.12,3.15,6.444444444444446e-05,3.25093
2013-04-01,0.15,0.15,3.15,5.825041459369818e-05,3.24154
2013-04-02,0.09,0.09,3.2,7.193732193732196e-05,3.24204
2013-04-03,0.09,0.09,3.1,6.956315289648623e-05,3.25847
2013-04-04,0.09,0.09,3.13,7.027540360873695e-05,3.22283
2013-04-05,0.09,0.09,3.1,6.956315289648623e-05,3.18614
2013-04-06,0.09,0.09,3.15,7.07502374169041e-05,3.18614
2013-04-07,0.17,0.17,3.15,6.671220400728598e-05,3.18614
2013-04-08,0.06,0.06,3.15,6.444444444444446e-05,3.15312
2013-04-09,0.09,0.09,3.2,7.193732193732196e-05,3.13532
2013-04-10,0.09,0.09,3.2,7.193732193732196e-05,3.12655
2013-04-11,0.09,0.09,3.18,7.14624881291548e-05,3.12388
2013-04-12,0.09,0.09,3.15,7.07502374169041e-05,3.12088
2013-04-13,0.09,0.09,3.1,6.956315289648623e-05,3.12088
2013-04-14,0.13,0.13,3.1,6.48148148148148e-05,3.12088
2013-04-15,0.09,0.09,3.1,6.956315289648623e-05,3.13018
2013-04-16,0.09,0.09,3.05,6.837606837606838e-05,3.10962
2013-04-17,0.09,0.09,3.1,6.956315289648623e-05,3.10964
2013-04-18,0.09,0.09,3.1,6.956315289648623e-05,3.13914
2013-04-19,0.09,0.09,3.1,6.956315289648623e-05,3.12358
2013-04-20,0.09,0.09,3.12,7.003798670465337e-05,3.12358
2013-04-21,0.17,0.17,3.1,6.557377049180328e-05,3.12358
2013-04-22,0.09,0.09,3.05,6.837606837606838e-05,3.13314
2013-04-23,0.09,0.09,3.0,6.718898385565054e-05,3.13863
2013-04-24,0.09,0.09,3.0,6.718898385565054e-05,3.17067
2013-04-25,0.09,0.09,2.9,6.481481481481482e-05,3.16564
2013-04-26,0.09,0.09,2.9,6.481481481481482e-05,3.176
2013-04-27,0.09,0.09,3.0,6.718898385565054e-05,3.176
2013-04-28,0.17,0.17,3.0,6.329690346083789e-05,3.176
2013-04-29,0.09,0.09,2.88,6.433998100664768e-05,3.14672
2013-04-30,0.09,0.09,2.9,6.481481481481482e-05,3.14975
2013-05-01,0.09,0.09,2.85,6.362773029439697e-05,3.14032
2013-05-02,0.13,0.13,2.9,6.0298102981029816e-05,3.13347
2013-05-03,0.09,0.09,2.87,6.41025641025641e-05,3.14507
2013-05-04,0.09,0.09,2.8,6.244064577397911e-05,3.14507
2013-05-05,0.17,0.17,3.0,6.329690346083789e-05,3.14507
2013-05-06,0.09,0.09,3.0,6.718898385565054e-05,3.151
2013-05-07,0.09,0.09,2.85,6.362773029439697e-05,3.15539
2013-05-08,0.09,0.09,2.88,6.433998100664768e-05,3.12853
2013-05-09,0.09,0.09,2.9,6.481481481481482e-05,3.13098
2013-05-10,0.13,0.13,2.81,5.8265582655826566e-05,3.16054
2013-05-11,0.09,0.09,2.75,6.125356125356126e-05,3.16054
2013-05-12,0.17,0.17,2.75,5.760473588342441e-05,3.16054
2013-05-13,0.15,0.15,2.85,5.777777777777778e-05,3.18611
2013-05-14,0.09,0.09,2.87,6.41025641025641e-05,3.19484
2013-05-15,0.09,0.09,2.86,6.386514719848054e-05,3.216
2013-05-16,0.09,0.09,2.85,6.362773029439697e-05,3.23201
2013-05-17,0.09,0.09,2.88,6.433998100664768e-05,3.23623
2013-05-18,0.09,0.09,2.9,6.481481481481482e-05,3.23623
2013-05-19,0.15,0.15,2.75,5.555555555555556e-05,3.23623
2013-05-20,0.15,0.15,2.8,5.666666666666667e-05,3.23362
2013-05-21,0.09,0.09,2.88,6.433998100664768e-05,3.22824
2013-05-22,0.09,0.09,2.9,6.481481481481482e-05,3.20593
2013-05-23,0.09,0.09,2.95,6.600189933523269e-05,3.23797
2013-05-24,0.09,0.09,2.9,6.481481481481482e-05,3.23389
2013-05-25,0.26,0.26,2.75,5.173876166242579e-05,3.23389
2013-05-26,0.15,0.15,2.75,5.555555555555556e-05,3.23389
2013-05-27,0.15,0.15,2.9,5.888888888888889e-05,3.23535
2013-05-28,0.09,0.09,2.9,6.481481481481482e-05,3.22011
2013-05-29,0.09,0.09,2.87,6.41025641025641e-05,3.25434
2013-05-30,0.09,0.09,2.85,6.362773029439697e-05,3.25903
2013-05-31,0.09,0.09,2.8,6.244064577397911e-05,3.26476
2013-06-01,0.09,0.09,2.75,6.125356125356126e-05,3.26476
2013-06-02,0.17,0.17,2.75,5.760473588342441e-05,3.26476
2013-06-03,0.12,0.12,2.8,5.533683289588801e-05,3.24322
2013-06-04,0.09,0.09,2.8,6.244064577397911e-05,3.22751
2013-06-05,0.09,0.09,2.75,6.125356125356126e-05,3.22757
2013-06-06,0.09,0.09,2.75,6.125356125356126e-05,3.23495
2013-06-07,0.09,0.09,2.72,6.0541310541310544e-05,3.19562
2013-06-08,0.09,0.09,2.5,5.531813865147199e-05,3.19562
2013-06-09,0.17,0.17,2.5,5.191256830601092e-05,3.19562
2013-06-10,0.09,0.09,2.75,6.125356125356126e-05,3.2073
2013-06-11,0.09,0.09,2.77,6.17283950617284e-05,3.19892
2013-06-12,0.09,0.09,2.75,6.125356125356126e-05,3.18166
2013-06-13,0.09,0.09,2.77,6.17283950617284e-05,3.15192
2013-06-14,0.09,0.09,2.68,5.959164292497627e-05,3.15239
2013-06-15,0.09,0.09,2.58,5.721747388414055e-05,3.15239
2013-06-16,0.17,0.17,2.5,5.191256830601092e-05,3.15239
2013-06-17,0.07,0.07,2.58,5.05249343832021e-05,3.15273
2013-06-18,0.09,0.09,2.6,5.76923076923077e-05,3.1614
2013-06-19,0.09,0.09,2.58,5.721747388414055e-05,3.17181
2013-06-20,0.09,0.09,2.55,5.650522317188983e-05,3.22891
2013-06-21,0.09,0.09,2.57,5.698005698005699e-05,3.2525
2013-06-22,0.09,0.09,2.5,5.531813865147199e-05,3.2525
2013-06-23,0.17,0.17,2.5,5.191256830601092e-05,3.2525
2013-06-24,0.07,0.07,2.5,4.877515310586176e-05,3.28526
2013-06-25,0.09,0.09,2.45,5.413105413105413e-05,3.26613
2013-06-26,0.09,0.09,2.5,5.531813865147199e-05,3.29942
2013-06-27,0.09,0.09,2.45,5.413105413105413e-05,3.29915
2013-06-28,0.09,0.09,2.33,5.128205128205128e-05,3.29623
2013-06-29,0.09,0.09,2.3,5.056980056980058e-05,3.29623
2013-06-30,0.17,0.17,2.3,4.7358834244080144e-05,3.29623
2013-07-01,0.09,0.09,2.4,5.294396961063628e-05,3.309
2013-07-02,0.09,0.09,2.2,4.819563152896488e-05,3.30116
2013-07-03,0.09,0.09,2.18,4.772079772079773e-05,3.2998
2013-07-04,0.09,0.09,2.3,5.056980056980058e-05,3.30081
2013-07-05,0.09,0.09,2.35,5.1756885090218426e-05,3.30533
2013-07-06,0.09,0.09,2.2,4.819563152896488e-05,3.30533
2013-07-07,0.17,0.17,2.2,4.508196721311476e-05,3.30533
2013-07-08,0.09,0.09,2.25,4.938271604938273e-05,3.33313
2013-07-09,0.09,0.09,2.22,4.867046533713202e-05,3.33538
2013-07-10,0.09,0.09,2.38,5.246913580246914e-05,3.25353
2013-07-11,0.09,0.09,2.2,4.819563152896488e-05,3.27183
2013-07-12,0.09,0.09,2.25,4.938271604938273e-05,3.27767
2013-07-13,0.17,0.17,2.25,4.2204995693367794e-05,3.27767
2013-07-14,0.17,0.17,2.2,4.112833763996555e-05,3.27767
2013-07-15,0.17,0.17,2.25,4.2204995693367794e-05,3.2745
2013-07-16,0.12,0.12,2.4,4.9635701275045536e-05,3.2235
2013-07-17,0.19,0.19,2.37,4.36810856658185e-05,3.21766
2013-07-18,0.02,0.02,2.35,5.1756885090218426e-05,3.2233
2013-07-19,0.12,0.12,2.3,4.7358834244080144e-05,3.21145
2013-07-20,0.17,0.17,2.2,4.112833763996555e-05,3.21145
2013-07-21,0.17,0.17,2.42,5.0091074681238616e-05,3.21145
2013-07-22,0.12,0.12,2.31,4.758652094717668e-05,3.18728
2013-07-23,0.13,0.13,2.36,4.8724954462659377e-05,3.17102
2013-07-24,0.18,0.18,2.38,4.444444444444443e-05,3.16713
2013-07-25,0.15,0.15,2.3,4.5555555555555546e-05,3.17262
2013-07-26,0.15,0.15,2.25,4.4444444444444447e-05,3.1756
2013-07-27,0.15,0.15,2.4,4.777777777777778e-05,3.1756
2013-07-28,0.15,0.15,2.4,4.777777777777778e-05,3.1756
2013-07-29,0.15,0.15,2.24,4.422222222222222e-05,3.16575
2013-07-30,0.15,0.15,2.25,4.4444444444444447e-05,3.16821
2013-07-31,0.15,0.15,2.26,4.466666666666666e-05,3.1821
2013-08-01,0.18,0.18,2.31,4.294871794871795e-05,3.19236
2013-08-02,0.13,0.13,2.3,4.674796747967479e-05,3.17371
2013-08-03,0.15,0.15,2.2,4.333333333333333e-05,3.17371
2013-08-04,0.15,0.15,2.2,4.333333333333333e-05,3.17371
2013-08-05,0.12,0.12,2.25,4.4444444444444447e-05,3.17172
2013-08-06,0.17,0.17,2.26,4.242032730404822e-05,3.15566
2013-08-07,0.17,0.17,2.3,4.328165374677001e-05,3.15249
2013-08-08,0.12,0.12,2.25,4.622040072859745e-05,3.1258
2013-08-09,0.15,0.15,2.25,4.4444444444444447e-05,3.12493
2013-08-10,0.15,0.15,2.21,4.355555555555556e-05,3.12493
2013-08-11,0.15,0.15,2.1,4.111111111111112e-05,3.12493
2013-08-12,0.15,0.15,2.2,4.333333333333333e-05,3.14081
2013-08-13,0.15,0.15,2.12,4.155555555555556e-05,3.14284
2013-08-14,0.15,0.15,2.1,4.111111111111112e-05,3.15328
2013-08-15,0.15,0.15,2.1,4.111111111111112e-05,3.15766
2013-08-16,0.14,0.14,2.15,4.278673835125447e-05,3.15376
2013-08-17,0.19,0.19,2.15,3.901611535199321e-05,3.15376
2013-08-18,0.19,0.19,2.39,4.410517387616624e-05,3.15376
2013-08-19,0.15,0.15,2.15,4.222222222222223e-05,3.17229
2013-08-20,0.15,0.15,2.15,4.222222222222223e-05,3.14012
2013-08-21,0.15,0.15,2.15,4.222222222222223e-05,3.14982
2013-08-22,0.15,0.15,2.2,4.333333333333333e-05,3.1738
2013-08-23,0.15,0.15,2.2,4.333333333333333e-05,3.1472
2013-08-24,0.15,0.15,2.22,4.377777777777778e-05,3.1472
2013-08-25,0.15,0.15,2.39,4.755555555555556e-05,3.1472
2013-08-26,0.15,0.15,2.2,4.333333333333333e-05,3.15346
2013-08-27,0.15,0.15,2.23,4.4000000000000006e-05,3.16128
2013-08-28,0.15,0.15,2.2,4.333333333333333e-05,3.17407
2013-08-29,0.06,0.06,2.25,4.4444444444444447e-05,3.20671
2013-08-30,0.05,0.05,2.22,4.435483870967743e-05,3.20518
2013-08-31,0.15,0.15,2.22,4.377777777777778e-05,3.20518
2013-09-01,0.15,0.15,2.2,4.333333333333333e-05,3.20518
2013-09-02,0.11,0.11,2.22,4.614325068870524e-05,3.21087
2013-09-03,0.25,0.25,2.22,3.847736625514404e-05,3.22342
2013-09-04,0.05,0.05,2.2,4.508196721311476e-05,3.22161
2013-09-05,0.18,0.18,2.2,4.05982905982906e-05,3.2367
2013-09-06,0.18,0.18,2.2,4.05982905982906e-05,3.23903
2013-09-07,0.1,0.1,2.2,4.62962962962963e-05,3.23903
2013-09-08,0.17,0.17,2.2,4.508196721311476e-05,3.23903
2013-09-09,0.17,0.17,2.15,4.394353369763206e-05,3.2113
2013-09-10,0.12,0.12,2.35,5.1756885090218426e-05,3.18987
2013-09-11,0.15,0.15,2.27,4.4888888888888894e-05,3.15866
2013-09-12,0.15,0.15,2.15,4.222222222222223e-05,3.15885
2013-09-13,0.06,0.06,2.2,4.44896115627823e-05,3.13617
2013-09-14,0.1,0.1,2.22,4.675925925925926e-05,3.13617
2013-09-15,0.15,0.15,2.2,4.333333333333333e-05,3.13617
2013-09-16,0.15,0.15,2.2,4.333333333333333e-05,3.12748
2013-09-17,0.15,0.15,2.3,4.5555555555555546e-05,3.14361
2013-09-18,0.15,0.15,2.3,4.5555555555555546e-05,3.06839
2013-09-19,0.06,0.06,2.2,4.508196721311476e-05,3.0612
2013-09-20,0.15,0.15,2.2,4.333333333333333e-05,3.09215
2013-09-21,0.15,0.15,2.2,4.333333333333333e-05,3.09215
2013-09-22,0.15,0.15,2.37,4.711111111111111e-05,3.09215
2013-09-23,0.15,0.15,2.2,4.333333333333333e-05,3.1146
2013-09-24,0.15,0.15,2.2,4.333333333333333e-05,3.11948
2013-09-25,0.15,0.15,2.15,4.222222222222223e-05,3.10993
2013-09-26,0.21,0.21,2.2,4.00763358778626e-05,3.11622
2013-09-27,0.15,0.15,2.13,4.467592592592593e-05,3.0996
2013-09-28,0.15,0.15,2.2,4.333333333333333e-05,3.0996
2013-09-29,0.15,0.15,2.2,4.333333333333333e-05,3.0996
2013-09-30,0.15,0.15,2.12,4.155555555555556e-05,3.11569
2013-10-01,0.21,0.21,2.12,3.837998303647159e-05,3.1033
2013-10-02,0.15,0.15,2.2,4.333333333333333e-05,3.08891
2013-10-03,0.04,0.04,2.41,5.115740740740741e-05,3.07558
2013-10-04,0.15,0.15,2.25,4.4444444444444447e-05,3.0769
2013-10-05,0.15,0.15,2.2,4.333333333333333e-05,3.0769
2013-10-06,0.15,0.15,2.2,4.62962962962963e-05,3.0769
2013-10-07,0.1,0.1,2.28,4.814814814814816e-05,3.08265
2013-10-08,0.15,0.15,2.45,4.88888888888889e-05,3.07663
2013-10-09,0.15,0.15,2.45,4.88888888888889e-05,3.08825
2013-10-10,0.23,0.23,2.4,4.323308270676691e-05,3.08843
2013-10-11,0.15,0.15,2.35,4.666666666666667e-05,3.077
2013-10-12,0.15,0.15,2.39,4.755555555555556e-05,3.077
2013-10-13,0.15,0.15,2.35,4.666666666666667e-05,3.077
2013-10-14,0.15,0.15,2.35,4.666666666666667e-05,3.07426
2013-10-15,0.15,0.15,2.4,4.777777777777778e-05,3.07777
2013-10-16,0.15,0.15,2.4,4.777777777777778e-05,3.06837
2013-10-17,0.15,0.15,2.45,4.88888888888889e-05,3.04411
2013-10-18,0.25,0.25,2.36,4.401709401709401e-05,3.03847
2013-10-19,0.15,0.15,2.2,4.333333333333333e-05,3.03847
2013-10-20,0.15,0.15,2.2,4.333333333333333e-05,3.03847
2013-10-21,0.15,0.15,2.35,4.666666666666667e-05,3.0455
2013-10-22,0.15,0.15,2.36,4.688888888888888e-05,3.01708
2013-10-23,0.15,0.15,2.32,4.599999999999999e-05,3.02034
2013-10-24,0.15,0.15,2.3,4.5555555555555546e-05,3.02148
2013-10-25,0.15,0.15,2.3,4.5555555555555546e-05,3.0192
2013-10-26,0.15,0.15,2.33,4.622222222222223e-05,3.0192
2013-10-27,0.15,0.15,2.2,4.333333333333333e-05,3.0192
2013-10-28,0.12,0.12,2.35,4.666666666666667e-05,3.02389
2013-10-29,0.12,0.12,2.4,4.777777777777778e-05,3.0297
2013-10-30,0.12,0.12,2.4,4.777777777777778e-05,3.02239
2013-10-31,0.12,0.12,2.4,4.777777777777778e-05,3.0433
2013-11-01,0.12,0.12,2.4,4.777777777777778e-05,3.07671
2013-11-02,0.12,0.12,2.37,4.711111111111111e-05,3.07671
2013-11-03,0.12,0.12,2.37,4.711111111111111e-05,3.07671
2013-11-04,0.12,0.12,2.37,4.711111111111111e-05,3.08782
2013-11-05,0.12,0.12,2.46,4.911111111111111e-05,3.08829
2013-11-06,0.12,0.12,2.4,4.777777777777778e-05,3.07398
2013-11-07,0.25,0.25,2.29,3.991769547325103e-05,3.07738
2013-11-08,0.12,0.12,2.3,4.5555555555555546e-05,3.10763
2013-11-09,0.12,0.12,2.31,4.5777777777777776e-05,3.10763
2013-11-10,0.12,0.12,2.31,4.5777777777777776e-05,3.10763
2013-11-11,0.12,0.12,2.3,4.5555555555555546e-05,3.12105
2013-11-12,0.12,0.12,2.35,4.666666666666667e-05,3.1228
2013-11-13,0.12,0.12,2.38,4.733333333333332e-05,3.10269
2013-11-14,0.12,0.12,2.41,4.8e-05,3.10299
2013-11-15,0.12,0.12,2.45,4.88888888888889e-05,3.09442
2013-11-16,0.12,0.12,2.45,4.88888888888889e-05,3.09442
2013-11-17,0.12,0.12,2.35,4.666666666666667e-05,3.09442
2013-11-18,0.12,0.12,2.45,4.88888888888889e-05,3.08314
2013-11-19,0.12,0.12,2.52,5.044444444444444e-05,3.07396
2013-11-20,0.1,0.1,2.48,5.277777777777778e-05,3.08483
2013-11-21,0.12,0.12,2.45,4.88888888888889e-05,3.105
